id,recipe_name,pet_type,age_group,ingredients,ingredient_quantities,preparation_steps,calories,protein,fat,carbohydrates,vitamins,minerals,cook_time,difficulty,health_benefits,health_conditions_supported,source_url
RABBIT_130,Delicious Apple (no seeds) & Mint Timothy Crunch,Rabbit,Adult,"Timothy Hay, Mint, Cilantro, Dill, Kale, Apple (no seeds)","253g, 44g, 72g, 50g, 49g, 24g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Mint, Cilantro, Dill, Kale. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",57,5.0,1.1,24.7,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Puppy/Kitten, General Wellness","Puppy/Kitten Support, General Wellness Support",https://pawfeed.ai/recipes/rabbit-delicious-apple-(no-seeds)-and-mint-timothy-crunch
RABBIT_131,Healthy Carrots & Cilantro Green Salad Bowl,Rabbit,Senior,"Alfalfa Hay, Cilantro, Parsley, Dill, Carrots","157g, 55g, 77g, 69g, 24g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Cilantro, Parsley, Dill. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",62,7.8,1.3,18.1,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/rabbit-healthy-carrots-and-cilantro-green-salad-bowl
RABBIT_132,Natural Blueberries & Mint Hay Topper,Rabbit,Baby,"Timothy Hay, Mint, Dill, Parsley, Kale, Blueberries","260g, 48g, 42g, 80g, 78g, 16g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Mint, Dill, Parsley, Kale. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",59,5.2,1.2,24.5,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/rabbit-natural-blueberries-and-mint-hay-topper
RABBIT_133,Organic Bell Pepper & Romaine Lettuce Timothy Crunch,Rabbit,Baby,"Timothy Hay, Romaine Lettuce, Mint, Cilantro, Bell Pepper","194g, 78g, 52g, 70g, 22g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Mint, Cilantro. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",50,4.4,1.0,22.0,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Digestive Health, General Wellness","Digestive Health Support, General Wellness Support",https://pawfeed.ai/recipes/rabbit-organic-bell-pepper-and-romaine-lettuce-timothy-crunch
RABBIT_134,Fresh Bell Pepper & Dill Green Salad Bowl,Rabbit,Adult,"Alfalfa Hay, Dill, Cilantro, Kale, Mint, Bell Pepper","254g, 68g, 77g, 56g, 80g, 15g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Dill, Cilantro, Kale, Mint. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",70,8.7,1.4,20.8,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/rabbit-fresh-bell-pepper-and-dill-green-salad-bowl
RABBIT_135,Crisp & Garden Fresh Bell Pepper & Dill Green Salad Bowl,Rabbit,Baby,"Alfalfa Hay, Dill, Romaine Lettuce, Bell Pepper","297g, 50g, 72g, 11g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Dill, Romaine Lettuce. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",77,11.0,1.6,25.7,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-bell-pepper-and-dill-green-salad-bowl
RABBIT_136,Fiber-Rich Apple (no seeds) & Dill Green Salad Bowl,Rabbit,Baby,"Alfalfa Hay, Dill, Cilantro, Apple (no seeds)","189g, 31g, 43g, 11g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Dill, Cilantro. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",80,11.1,1.6,26.1,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/rabbit-fiber-rich-apple-(no-seeds)-and-dill-green-salad-bowl
RABBIT_137,Delicious Strawberries & Romaine Lettuce Fresh Salad,Rabbit,Baby,"Timothy Hay, Romaine Lettuce, Kale, Cilantro, Strawberries","293g, 51g, 38g, 47g, 20g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Kale, Cilantro. | Finely chop the greens and the Strawberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",56,5.3,1.2,28.0,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/rabbit-delicious-strawberries-and-romaine-lettuce-fresh-salad
RABBIT_138,Select Carrots & Cilantro Green Salad Bowl,Rabbit,Senior,"Alfalfa Hay, Cilantro, Mint, Romaine Lettuce, Dill, Carrots","278g, 48g, 40g, 73g, 55g, 15g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Cilantro, Mint, Romaine Lettuce, Dill. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",71,9.3,1.4,22.2,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/rabbit-select-carrots-and-cilantro-green-salad-bowl
RABBIT_139,Green Blueberries & Dill Herbal Salad,Rabbit,Senior,"Alfalfa Hay, Dill, Parsley, Romaine Lettuce, Cilantro, Blueberries","281g, 58g, 45g, 44g, 64g, 19g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Dill, Parsley, Romaine Lettuce, Cilantro. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",70,9.3,1.4,21.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Senior Pet, Joint Health","Senior Pet Support, Joint Health Support",https://pawfeed.ai/recipes/rabbit-green-blueberries-and-dill-herbal-salad
RABBIT_140,Wholesome Bell Pepper & Dill Forage Medley,Rabbit,Senior,"Alfalfa Hay, Dill, Romaine Lettuce, Mint, Bell Pepper","251g, 41g, 56g, 33g, 12g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Dill, Romaine Lettuce, Mint. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",77,10.5,1.5,25.0,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/rabbit-wholesome-bell-pepper-and-dill-forage-medley
RABBIT_141,Select Apple (no seeds) & Mint Fresh Salad,Rabbit,Adult,"Alfalfa Hay, Mint, Cilantro, Dill, Kale, Apple (no seeds)","261g, 55g, 79g, 30g, 80g, 14g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Mint, Cilantro, Dill, Kale. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",73,9.1,1.4,21.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Puppy/Kitten, Skin & Coat","Puppy/Kitten Support, Skin & Coat Support",https://pawfeed.ai/recipes/rabbit-select-apple-(no-seeds)-and-mint-fresh-salad
RABBIT_142,Natural Bell Pepper & Dill Forage Medley,Rabbit,Senior,"Alfalfa Hay, Dill, Romaine Lettuce, Bell Pepper","159g, 43g, 42g, 21g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Dill, Romaine Lettuce. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",71,9.8,1.4,23.0,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Digestive Health, General Wellness","Digestive Health Support, General Wellness Support",https://pawfeed.ai/recipes/rabbit-natural-bell-pepper-and-dill-forage-medley
RABBIT_143,Natural Carrots & Kale Herbal Salad,Rabbit,Senior,"Alfalfa Hay, Kale, Parsley, Dill, Carrots","295g, 44g, 32g, 32g, 17g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Kale, Parsley, Dill. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",83,11.5,1.7,26.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/rabbit-natural-carrots-and-kale-herbal-salad
RABBIT_144,Fiber-Rich Carrots & Mint Green Salad Bowl,Rabbit,Baby,"Alfalfa Hay, Mint, Dill, Carrots","170g, 58g, 44g, 14g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Mint, Dill. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",82,10.3,1.6,25.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Digestive Health, Puppy/Kitten","Digestive Health Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/rabbit-fiber-rich-carrots-and-mint-green-salad-bowl
RABBIT_145,Digestive Friendly Bell Pepper & Cilantro Forage Medley,Rabbit,Baby,"Alfalfa Hay, Cilantro, Mint, Dill, Bell Pepper","282g, 66g, 64g, 69g, 10g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Cilantro, Mint, Dill. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",76,9.9,1.5,23.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/rabbit-digestive-friendly-bell-pepper-and-cilantro-forage-medley
RABBIT_146,Fiber-Rich Strawberries & Parsley Timothy Crunch,Rabbit,Adult,"Alfalfa Hay, Parsley, Dill, Mint, Romaine Lettuce, Strawberries","233g, 42g, 74g, 52g, 40g, 13g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Parsley, Dill, Mint, Romaine Lettuce. | Finely chop the greens and the Strawberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",72,9.1,1.4,21.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/rabbit-fiber-rich-strawberries-and-parsley-timothy-crunch
RABBIT_147,Digestive Friendly Apple (no seeds) & Kale Herbal Salad,Rabbit,Baby,"Alfalfa Hay, Kale, Cilantro, Apple (no seeds)","163g, 51g, 37g, 12g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Kale, Cilantro. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",77,10.4,1.5,24.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Joint Health, Weight Management","Joint Health Support, Weight Management Support",https://pawfeed.ai/recipes/rabbit-digestive-friendly-apple-(no-seeds)-and-kale-herbal-salad
RABBIT_148,Wholesome Apple (no seeds) & Romaine Lettuce Herbal Salad,Rabbit,Senior,"Timothy Hay, Romaine Lettuce, Dill, Apple (no seeds)","263g, 68g, 31g, 16g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Dill. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",57,5.4,1.2,29.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"General Wellness, Weight Management","General Wellness Support, Weight Management Support",https://pawfeed.ai/recipes/rabbit-wholesome-apple-(no-seeds)-and-romaine-lettuce-herbal-salad
RABBIT_149,Fresh Bell Pepper & Dill Hay Topper,Rabbit,Adult,"Timothy Hay, Dill, Kale, Bell Pepper","254g, 79g, 37g, 14g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Dill, Kale. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",61,5.8,1.3,28.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/rabbit-fresh-bell-pepper-and-dill-hay-topper
RABBIT_150,Natural Apple (no seeds) & Parsley Green Salad Bowl,Rabbit,Baby,"Timothy Hay, Parsley, Romaine Lettuce, Apple (no seeds)","161g, 47g, 40g, 19g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Parsley, Romaine Lettuce. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",55,5.0,1.1,26.7,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/rabbit-natural-apple-(no-seeds)-and-parsley-green-salad-bowl
RABBIT_151,Healthy Bell Pepper & Parsley Timothy Crunch,Rabbit,Baby,"Timothy Hay, Parsley, Cilantro, Mint, Kale, Bell Pepper","175g, 43g, 68g, 35g, 57g, 23g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Parsley, Cilantro, Mint, Kale. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",53,4.7,1.0,21.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/rabbit-healthy-bell-pepper-and-parsley-timothy-crunch
RABBIT_152,Delicious Apple (no seeds) & Kale Herbal Salad,Rabbit,Senior,"Timothy Hay, Kale, Mint, Romaine Lettuce, Cilantro, Apple (no seeds)","287g, 42g, 67g, 32g, 63g, 10g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Kale, Mint, Romaine Lettuce, Cilantro. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",59,5.2,1.1,26.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/rabbit-delicious-apple-(no-seeds)-and-kale-herbal-salad
RABBIT_153,Select Strawberries & Kale Green Salad Bowl,Rabbit,Adult,"Timothy Hay, Kale, Romaine Lettuce, Strawberries","213g, 71g, 35g, 21g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Kale, Romaine Lettuce. | Finely chop the greens and the Strawberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",58,5.5,1.2,27.7,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/rabbit-select-strawberries-and-kale-green-salad-bowl
RABBIT_154,Fiber-Rich Blueberries & Kale Hay Topper,Rabbit,Senior,"Alfalfa Hay, Kale, Parsley, Dill, Romaine Lettuce, Blueberries","225g, 55g, 63g, 52g, 66g, 10g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Kale, Parsley, Dill, Romaine Lettuce. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",67,8.6,1.3,20.1,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/rabbit-fiber-rich-blueberries-and-kale-hay-topper
RABBIT_155,Delicious Blueberries & Romaine Lettuce Herbal Salad,Rabbit,Adult,"Alfalfa Hay, Romaine Lettuce, Mint, Dill, Cilantro, Blueberries","210g, 65g, 72g, 65g, 56g, 21g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Mint, Dill, Cilantro. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",66,7.9,1.2,19.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/rabbit-delicious-blueberries-and-romaine-lettuce-herbal-salad
RABBIT_156,Delicious Bell Pepper & Romaine Lettuce Timothy Crunch,Rabbit,Baby,"Alfalfa Hay, Romaine Lettuce, Cilantro, Kale, Dill, Bell Pepper","227g, 41g, 58g, 49g, 41g, 19g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Cilantro, Kale, Dill. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",67,9.1,1.4,20.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/rabbit-delicious-bell-pepper-and-romaine-lettuce-timothy-crunch
RABBIT_157,Digestive Friendly Apple (no seeds) & Parsley Green Salad Bowl,Rabbit,Senior,"Timothy Hay, Parsley, Dill, Kale, Apple (no seeds)","277g, 54g, 78g, 38g, 16g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Parsley, Dill, Kale. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",59,5.5,1.3,27.1,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Joint Health, High Protein","Joint Health Support, High Protein Support",https://pawfeed.ai/recipes/rabbit-digestive-friendly-apple-(no-seeds)-and-parsley-green-salad-bowl
RABBIT_158,Select Apple (no seeds) & Romaine Lettuce Green Salad Bowl,Rabbit,Baby,"Alfalfa Hay, Romaine Lettuce, Kale, Dill, Apple (no seeds)","263g, 34g, 40g, 80g, 24g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Kale, Dill. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",76,10.1,1.5,24.0,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/rabbit-select-apple-(no-seeds)-and-romaine-lettuce-green-salad-bowl
RABBIT_159,Healthy Blueberries & Parsley Hay Topper,Rabbit,Adult,"Timothy Hay, Parsley, Dill, Blueberries","161g, 63g, 74g, 25g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Parsley, Dill. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",56,4.9,1.2,23.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Puppy/Kitten, Digestive Health","Puppy/Kitten Support, Digestive Health Support",https://pawfeed.ai/recipes/rabbit-healthy-blueberries-and-parsley-hay-topper
RABBIT_160,Healthy Apple (no seeds) & Mint Fresh Salad,Rabbit,Senior,"Alfalfa Hay, Mint, Romaine Lettuce, Dill, Cilantro, Apple (no seeds)","251g, 33g, 63g, 63g, 53g, 21g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Mint, Romaine Lettuce, Dill, Cilantro. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",69,8.9,1.3,21.5,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Senior Pet, Puppy/Kitten","Senior Pet Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/rabbit-healthy-apple-(no-seeds)-and-mint-fresh-salad
RABBIT_161,Green Carrots & Romaine Lettuce Fresh Salad,Rabbit,Adult,"Alfalfa Hay, Romaine Lettuce, Kale, Cilantro, Mint, Carrots","267g, 53g, 71g, 75g, 36g, 11g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Kale, Cilantro, Mint. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",70,9.1,1.3,21.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Joint Health, Senior Pet","Joint Health Support, Senior Pet Support",https://pawfeed.ai/recipes/rabbit-green-carrots-and-romaine-lettuce-fresh-salad
RABBIT_162,Select Bell Pepper & Dill Green Salad Bowl,Rabbit,Adult,"Alfalfa Hay, Dill, Parsley, Mint, Cilantro, Bell Pepper","180g, 55g, 65g, 73g, 50g, 11g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Dill, Parsley, Mint, Cilantro. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",67,8.0,1.3,19.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Joint Health, Digestive Health","Joint Health Support, Digestive Health Support",https://pawfeed.ai/recipes/rabbit-select-bell-pepper-and-dill-green-salad-bowl
RABBIT_163,Green Carrots & Dill Forage Medley,Rabbit,Senior,"Alfalfa Hay, Dill, Romaine Lettuce, Parsley, Cilantro, Carrots","250g, 72g, 67g, 37g, 79g, 21g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Dill, Romaine Lettuce, Parsley, Cilantro. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",63,8.3,1.3,19.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Puppy/Kitten, Joint Health","Puppy/Kitten Support, Joint Health Support",https://pawfeed.ai/recipes/rabbit-green-carrots-and-dill-forage-medley
RABBIT_164,Crisp & Garden Fresh Carrots & Dill Timothy Crunch,Rabbit,Adult,"Timothy Hay, Dill, Romaine Lettuce, Cilantro, Parsley, Carrots","255g, 32g, 80g, 55g, 69g, 25g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Dill, Romaine Lettuce, Cilantro, Parsley. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",49,4.5,1.0,22.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Skin & Coat, Weight Management","Skin & Coat Support, Weight Management Support",https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-carrots-and-dill-timothy-crunch
RABBIT_165,Organic Apple (no seeds) & Kale Herbal Salad,Rabbit,Adult,"Alfalfa Hay, Kale, Parsley, Apple (no seeds)","289g, 34g, 39g, 23g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Kale, Parsley. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",86,12.0,1.7,28.5,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Weight Management, General Wellness","Weight Management Support, General Wellness Support",https://pawfeed.ai/recipes/rabbit-organic-apple-(no-seeds)-and-kale-herbal-salad
RABBIT_166,Crisp & Garden Fresh Blueberries & Mint Timothy Crunch,Rabbit,Baby,"Alfalfa Hay, Mint, Parsley, Blueberries","188g, 32g, 52g, 16g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Mint, Parsley. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",83,10.8,1.6,26.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-blueberries-and-mint-timothy-crunch
RABBIT_167,Fresh Carrots & Kale Hay Topper,Rabbit,Senior,"Timothy Hay, Kale, Romaine Lettuce, Mint, Dill, Carrots","172g, 71g, 48g, 57g, 56g, 23g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Kale, Romaine Lettuce, Mint, Dill. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",55,4.7,1.1,21.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/rabbit-fresh-carrots-and-kale-hay-topper
RABBIT_168,Healthy Bell Pepper & Mint Hay Topper,Rabbit,Senior,"Alfalfa Hay, Mint, Cilantro, Kale, Bell Pepper","232g, 46g, 68g, 38g, 15g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Mint, Cilantro, Kale. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",76,10.0,1.4,23.7,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/rabbit-healthy-bell-pepper-and-mint-hay-topper
